Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet)
65490,Edom Hills Project 1 LLC,50553,Edom Hills Project 1 LLC,CA,Riverside,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20,20,20,9,2008,8,Clipper,Liberty C93,19,2,262.4
2770,Terra-Gen Operating Co-Wind,50690,San Gorgonio Westwinds II LLC,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,43.4,43.4,43.4,6,1999,62,Micon,M700-225/40,22.4,1,180
2770,Terra-Gen Operating Co-Wind,50754,Oak Creek Energy Systems I,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.5,3.5,3.5,6,1982,37,Nordtank,NTK 75/15,22.4,1,85
2770,Terra-Gen Operating Co-Wind,50754,Oak Creek Energy Systems I,CA,Kern,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.2,4.2,4.2,12,1993,7,Micon,M750-400/100,22.4,1,180
2770,Terra-Gen Operating Co-Wind,50754,Oak Creek Energy Systems I,CA,Kern,GEN3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,23.1,23.1,23.1,6,1999,33,Micon,M750-400/100,22.4,1,180
2770,Terra-Gen Operating Co-Wind,50754,Oak Creek Energy Systems I,CA,Kern,GEN4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.7,3.7,3.7,6,1999,4,Micon,M750-400/100,22.4,1,180
2770,Terra-Gen Operating Co-Wind,50820,East Winds Project,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3,3,3,1,1985,5,Micon,M1500-600/150,15,1,151
2770,Terra-Gen Operating Co-Wind,50821,Mojave 16/17/18,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,88.5,88.5,88.5,12,1989,238,Mitsubishi,MWT-250,22.4,1,100
2770,Terra-Gen Operating Co-Wind,52142,Mojave 3/4/5,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,75,67,67,12,1990,300,Mitsubishi,MWT-250,14,2,100
64311,Wind Wall 1 LLC,52162,85 A,CA,Kern,MON1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.3,21.3,21.3,3,2021,6,Vestas,V126-3.45,26.8,1,285.4
64311,Wind Wall 1 LLC,52163,85 B,CA,Kern,MON2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.2,25.2,25.2,3,2021,7,Vestas,V126-3.45,26.8,1,285.4
64260,Nextera Energy Resources,54298,Coram Energy LLC (ECT),CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,7.5,7.5,7.5,5,2005,5,GE,1.5-77,19.2,1,213.2
64260,Nextera Energy Resources,54299,Coram Energy LLC,CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3,3,3,1,2005,2,GE,1.5-77,19.2,1,213.2
64260,Nextera Energy Resources,54300,CTV Power Purchase Contract Trust,CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.5,4.5,4.5,1,2004,3,GE,1.5-77,19.2,1,213.2
64260,Nextera Energy Resources,54300,CTV Power Purchase Contract Trust,CA,Kern,SX1S,OS,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.1,0.1,0.1,12,1985,3,GE,1.5-77,19.2,1,213
57170,"EDF Renewable Asset Holdings, Inc.",54453,EDF Renewable Windfarm V Inc,CA,Solano,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,15.5,15.5,15.5,1,1990,71,GE,1.5 SLE,19,2,262.5
49963,"FPL Energy Operating Services, Inc.",54454,San Gorgonio Windplant WPP1993,CA,Riverside,GEN11,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,12,2011,33,GE,1.5 SLE,19,2,213.3
2770,Terra-Gen Operating Co-Wind,54647,TPC Windfarms LLC,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,28.7,28.7,28.7,12,1986,100,Danwin,Danwin 23/160,21,2,80
2770,Terra-Gen Operating Co-Wind,54686,Difwind Farms Ltd VI,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,27.1,25.3,25.3,1,1987,251,Micon,108,22,1,131.2
64260,Nextera Energy Resources,54750,Coram Tehachapi,CA,Kern,VW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.5,6.5,6.5,9,1992,29,Vestas,V27-225,17.6,1,140
59496,ALLETE Clean Energy,54793,Storm Lake 1,IA,Buena Vista,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.7,0.7,0.7,6,1999,1,Zond,Z-50,12.1,1,217
59496,ALLETE Clean Energy,54793,Storm Lake 1,IA,Buena Vista,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.7,0.7,0.7,6,1999,1,Zond,Z-50,12.1,1,217
59496,ALLETE Clean Energy,54793,Storm Lake 1,IA,Buena Vista,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,112.5,104.3,104.3,5,1999,138,Zond,Z-50,12.1,1,217
2719,CalWind Resources Inc,54909,Tehachapi Wind Resource II,CA,Kern,EXI2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.3,8.3,8.3,12,2002,13,Vestas,V47-660,19,1,164
2719,CalWind Resources Inc,54909,Tehachapi Wind Resource II,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,13.6,13.6,13.6,1,1997,175,Bonus,Bonus 65/13kW,19,1,80
2770,Terra-Gen Operating Co-Wind,54931,Ridgetop,CA,Kern,WGN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,46.8,46.9,46.9,4,1994,71,Vestas,V47-660,22.4,1,180
2770,Terra-Gen Operating Co-Wind,54979,Big Spring Wind Power Facility,TX,Howard,WIND,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,34.3,34.3,34.3,12,1998,46,Vestas,V47-660,22.4,1,180
6017,ESI Vansycle Partners LP,55125,Vansycle,OR,Umatilla,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25,25,25,8,1998,38,Vestas,V47-660,22.4,1,164
59496,ALLETE Clean Energy,55208,Lake Benton I,MN,Lincoln,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,107.2,103.5,103.5,2,1998,139,Zond,Z-48,15.8,1,175
13781,Northern States Power Co - Minnesota,55265,Lake Benton II,MN,Pipestone,EXIS,OP,Onshore Wind Turbine,WT,Electric Utility,1,100.2,103.5,103.5,6,1999,137,Zond,Z-50,18.4,2,168
59496,ALLETE Clean Energy,55287,Storm Lake II,IA,Buena Vista,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80.2,76.5,76.5,4,1999,102,Zond,Z-50,15.5,1,217
15399,Avangrid Renewables LLC,55339,Phoenix Wind Power LLC,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.1,2.1,2.1,6,1999,3,Gamesa,G114-2.0,22.4,1,160
56769,Consolidated Edison Development Inc.,55342,Woodstock Windfarm,MN,Pipestone,WIND,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.2,9.2,9.2,5,1999,4,GE,2.3-116,17.9,3,262.5
65888,"Lakota Ridge, LLC (Longroad)",55353,Lakota Ridge LLC,MN,Lincoln,NMO1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,11.2,11.2,11.2,4,1999,15,Micon,M750-400/100,15.2,1,164
65889,"Shaokatan Hills, LLC (Longroad)",55354,Shaokatan Hills LLC,MN,Lincoln,6150,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,11.8,11.8,11.8,8,1999,18,Vestas,V47-660,15.9,2,213
34688,CHI Energy Inc,55368,Wethersfield Wind Farm,NY,Wyoming,V47,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.6,6.6,6.6,8,2000,10,Vestas,V47-660,24,2,180
6607,FPL Energy Vansycle LLC,55560,FPL Energy Vansycle LLC (WA),WA,Walla Walla,V-47,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,176.9,176.9,176.9,12,2001,268,Vestas,V47-660,22.4,1,164
54725,CHI Operations Inc,55561,Tsar Nicholas LLC,MN,Lincoln,TN30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55562,Sun River LLC,MN,Lincoln,SU30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55563,Julia Hills LLC,MN,Lincoln,JH30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55564,Jessica Mills LLC,MN,Lincoln,JM30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55565,Jack River LLC,MN,Lincoln,JR30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55566,Autumn Hills LLC,MN,Lincoln,AH30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55567,Winters Spawn LLC,MN,Lincoln,WS30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55568,Twin Lake Hills LLC,MN,Lincoln,TL30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,12,2000,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55569,Spartan Hills LLC,MN,Lincoln,SH30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55570,Soliloquoy Ridge LLC,MN,Lincoln,SR30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55571,Ruthton Ridge LLC,MN,Lincoln,RR30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55572,Hope Creek LLC,MN,Lincoln,HC30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55573,Hadley Ridge LLC,MN,Lincoln,HR30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,12,2000,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55574,Florence Hills LLC,MN,Lincoln,FH30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,1,2001,3,Vestas,V47-660,24,1,213
54725,CHI Operations Inc,55576,Agassiz Beach LLC,MN,Clay,AB30,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.9,1.9,1.9,2,2001,3,Vestas,V47-660,24,1,213
62136,Llano Estacado Wind Ranch,55579,Llano Estacado Wind Ranch,TX,Carson,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80,80,80,12,2001,80,Mitsubishi,MWT-1000,18.3,1,213.2
6354,FPL Energy Upton Wind LP,55581,King Mountain Wind Ranch 1,TX,Upton,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,278,278,278,6,2001,214,Siemens,SWT-1.3-62,19,2,203.4
14354,PacifiCorp,55607,Foote Creek I,WY,Carbon,GEN1,OP,Onshore Wind Turbine,WT,Electric Utility,1,41.4,41.4,41.4,4,1999,12,Vestas,V136-4.2,17,1,131
14354,PacifiCorp,55608,Foote Creek II,WY,Carbon,GEN1,OA,Onshore Wind Turbine,WT,Electric Utility,1,1.8,1.8,1.8,6,1999,1,Vestas,V110-2.0,22.4,1,360
14354,PacifiCorp,55609,Foote Creek III,WY,Carbon,GEN1,OP,Onshore Wind Turbine,WT,Electric Utility,1,24.8,24.8,24.8,6,1999,6,Vestas,V136-4.2,22.4,1,446
14354,PacifiCorp,55610,Foote Creek IV,WY,Carbon,GEN1,OP,Onshore Wind Turbine,WT,Electric Utility,1,16.8,16.8,16.8,8,2000,5,Vestas,V136-4.2,22.4,1,446
61012,AES Distributed Energy,55719,Mountain View I & II,CA,Riverside,MVWR,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,70.9,70.9,70.9,2,2022,23,Vestas,V117-4.2,26.8,1,196.8
7531,Gray County Wind Energy LLC,55734,Gray County Wind Energy,KS,Gray,V47,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,112.2,112.2,112.2,11,2001,170,Gamesa,G47,22.4,1,213.3
59496,ALLETE Clean Energy,55739,Condon Windpower LLC,OR,Gilliam,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,24.6,24.6,24.6,12,2001,40,Mitsubishi,MWT-600 (47m),14.6,1,196.8
59496,ALLETE Clean Energy,55739,Condon Windpower LLC,OR,Gilliam,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.2,25.2,25.2,5,2002,43,Mitsubishi,MWT-600 (47m),14.6,1,196.8
2770,Terra-Gen Operating Co-Wind,55741,Ridge Crest Wind Partners,CO,Logan,A1,OA,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.7,29.7,29.7,12,2001,33,NEG-Micon,NM52/900,17.9,3,236.2
20847,Wisconsin Electric Power Co,55742,Montfort Wind Energy Center,WI,Iowa,ER15,OP,Onshore Wind Turbine,WT,Electric Utility,1,30,30,30,6,2002,20,GE,1.5 S,19,2,213.2
13866,NWP Indian Mesa Wind Farm LP,55747,NWP Indian Mesa Wind Farm,TX,Pecos,NWP2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,82.5,82.5,82.5,5,2001,125,Vestas,V47-660,22.4,1,164
