Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
60336,SDGE Batteries,60565,Borrego Springs Energy Storage,CA,San Diego,SES2,OP,Batteries,BA,Electric Utility,1,1,1,1,2,2014,3,1,1,LIB,,,,1.5,CS,PR,,,,,,Y,,,Y,,,,,Y,N, ,, ,, ,,N
60336,SDGE Batteries,60566,Pala Energy Storage Yard,CA,San Diego,SES2,OS,Batteries,BA,Electric Utility,1,1,1,1,8,2015,2,1,1,LIB,,,,1.5,CS,PR,,,,,,Y,,,,,,,,Y,N, ,, ,, ,,N
60336,SDGE Batteries,60567,Ortega Highway Energy Storage,CA,Orange,SES1,OP,Batteries,BA,Electric Utility,1,1,1,1,5,2015,3,1,1,LIB,,,,2,CS,PR,,,,,,Y,Y,,Y,,,,,Y,N, ,, ,, ,,N
60336,SDGE Batteries,60567,Ortega Highway Energy Storage,CA,Orange,SES2,OS,Batteries,BA,Electric Utility,1,1,1,1,10,2015,3,1,1,LIB,,,,2,CS,PR,,,,,,Y,Y,,Y,,,,,Y,N, ,, ,, ,,N
60336,SDGE Batteries,60568,Canyon Crest Academy,CA,San Diego,SES,OP,Batteries,BA,Electric Utility,1,1,1,1,10,2014,3,1,1,LIB,,,,1,CS,PR,,,,,,Y,Y,,Y,,,,,Y,N, ,, ,, ,,N
16609,San Diego Gas & Electric Co,60569,El Cajon Energy Storage,CA,San Diego,SES,OP,Batteries,BA,Electric Utility,1,7.5,7.5,7.5,2,2017,30,7.5,7.5,LIB,,,,7.5,CS,PR,,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
16609,San Diego Gas & Electric Co,60570,Escondido Energy Storage,CA,San Diego,SES,OP,Batteries,BA,Electric Utility,1,30,30,30,3,2017,120,30,30,LIB,,,,30,CS,PR,,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
57313,Tesla Inc.,60607,CMEEC - Polaris Park Solar Hybrid,CT,New London,BA1,OP,Batteries,BA,IPP Non-CHP,2,0.8,0.8,0.8,8,2017,3.3,0.8,0.8,LIB,,,,1,CS,,,,,,,,Y,,Y,PR,Y,,,,Y,60607,PV1, ,, ,,N
57313,Tesla Inc.,60609,CMEEC - Norwich Stott St Solar Hybrid,CT,New London,BA1,OP,Batteries,BA,IPP Non-CHP,2,0.8,0.8,0.8,12,2016,3,0.8,0.8,LIB,,,,1,CS,,,,,,,,,,Y,PR,Y,,,,Y,60609,PV1, ,, ,,N
61978,Convergent Energy and Power LP,60641,Henrietta D Energy Storage LLC,CA,Kings,HDES1,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,11,2021,40,10,10,LIB,,,,10,CS,Y,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
60389,Rabbit Hill Energy Storage Project,60649,Rabbit Hill Energy Storage Project,TX,Williamson,1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2020,9.9,9.9,9.9,LIB,,,,9.9,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
60387,"Townsite Solar, LLC",60654,Townsite Solar Project Hybrid,NV,Clark,GEN02,OP,Batteries,BA,IPP Non-CHP,2,90,90,90,12,2021,360,90,90,LIB,,,,210,CS,Y,Y,,Y,Y,,PR,,Y,,Y,Y,,,,Y,60654,GEN01, ,, ,,N
65549,McHenry Battery Storage,60656,McHenry Battery Storage,IL,McHenry,MCH1,OP,Batteries,BA,IPP Non-CHP,2,19.8,19.8,19.8,2,2016,7.8,19.8,19.8,LIB,,,,6.1,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
60394,"Willey Battery Utility, LLC",60660,Willey Battery Utility,OH,Hamilton,WBU,OP,Batteries,BA,IPP Non-CHP,2,6,6,6,1,2016,2,6,6,LIB,,,,6,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013A,OP,Batteries,BA,Electric Utility,1,10,10,10,12,2016,40,10,10,LIB,,,,3.3,CS,Y,Y,Y,Y,,Y,PR,Y,Y,,,,,,Y,N, ,, ,, ,,N
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013B,OP,Batteries,BA,Electric Utility,1,10,10,10,12,2016,40,10,10,LIB,,,,3.3,CS,Y,Y,Y,Y,,Y,PR,Y,Y,,,,,,Y,N, ,, ,, ,,N
60409,"Blue Summit Storage, LLC",60690,"Blue Summit Storage, LLC",TX,Wilbarger,WBSS,OP,Batteries,BA,IPP Non-CHP,2,30,30,30,8,2017,12.6,30,30,LIB,,,,12.5,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS1,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,8,2020,4.5,10,10,LIB,,,,3,CS,,PR,Y,Y,,,,,,,,Y,,,,N,60698,GT1, ,, ,,N
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS2,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,8,2020,4.5,10,10,LIB,,,,3,CS,,PR,Y,Y,,,,,,,,Y,,,,N,60698,GT2, ,, ,,N
17609,Southern California Edison Co,60699,DESI-1 Battery Energy Storage Facility,CA,Orange,DESI1,OP,Batteries,BA,Electric Utility,1,2.4,2.4,2.4,12,2016,3.9,2.4,2.4,LIB,,,,2.4,CS,,,,,,Y,PR,,,,,,,,Y,N, ,, ,, ,,Y
61198,esVolta LP,60760,PPA Grand,CA,Orange,PE101,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,12,2016,8,2,2,LIB,,,,2,BL,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
796,Arizona Electric Pwr Coop Inc,60791,SunAnza,CA,Riverside,BA1&2,OP,Batteries,BA,Electric Utility,1,2,2,2,1,2022,4,2,2,LIB,,,,2,CS,Y,,,,Y,Y,,,,PR,Y,Y,,,,Y,60791,ANZA1, ,, ,,Y
796,Arizona Electric Pwr Coop Inc,60791,SunAnza,CA,Riverside,BA3,OP,Batteries,BA,Electric Utility,1,2.4,2.4,2.4,1,2023,5.2,2.4,2.4,LIB,,,,2.4,CS,Y,,,,Y,Y,,,,PR,Y,Y,,,,Y,60791,ANZA2, ,, ,,Y
57313,Tesla Inc.,60815,Hampshire College Hybrid,MA,Hampshire,BA1,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,5,2017,0.5,0.3,0.3,LIB,,,,0.3,CS,,,,,,,Y,,,Y,PR,Y,,,,Y,60815,PV1, ,, ,,N
57313,Tesla Inc.,60815,Hampshire College Hybrid,MA,Hampshire,BA2,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,12,2017,0.5,0.3,0.3,LIB,,,,0.3,CS,,,,,,,Y,,,Y,PR,Y,,,,Y,60815,PV1, ,, ,,N
60471,"Mt. Tom Solar, LLC",60906,Mt. Tom Solar Project Hybrid,MA,Hampden,BA1,OP,Batteries,BA,IPP Non-CHP,2,3.1,3.1,3.1,3,2019,6.1,2,3.1,LIB,,,,2.3,CS,,,,,,,,PR,,,Y,,Y,,,Y,60906,PV1, ,, ,,Y
58375,Sterling Municipal Light Department,60959,Chocksett Rd Energy Storage Project,MA,Worcester,BA1,OP,Batteries,BA,Electric Utility,1,2,2,2,4,2017,3.9,2,2,LIB,,,,1,CS,Y,,,,,Y,PR,Y,,Y,,,,,Y,N, ,, ,, ,,N
7294,City of Glendale - (CA),60974,Glendale Battery Energy Storage System,CA,Los Angeles,2BESS,OP,Batteries,BA,Electric Utility,1,2,2,2,10,2017,1,1,2,LIB,,,,2,CS,,,PR,,,,,,Y,,,,,,Y,N, ,, ,, ,,N
56215,"RWE Renewables Americas, LLC",60996,Iron Horse Battery Storage Hybrid,AZ,Pima,BA1,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,4,2017,2.5,10,10,LIB,,,,10,CS,,PR,,,,,,,,,Y,Y,,,,Y,60996,PV1, ,, ,,Y
61012,AES Distributed Energy,61068,AES Lawai Solar Hybrid,HI,Kauai,LAWA2,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,12,2018,100,20,20,LIB,,,,20,CS,,Y,,Y,PR,,Y,,Y,,Y,,,Y,,Y,61068,LAWA1, ,, ,,N
56769,Consolidated Edison Development Inc.,61098,Battle Mountain Solar Project,NV,Humboldt,BMBS,OP,Batteries,BA,IPP Non-CHP,2,25,25,25,6,2021,25,25,25,LIB,,,,0.8,CS,,,,,,,,PR,Y,Y,Y,,,,Y,N, ,, ,, ,,N
60336,SDGE Batteries,61107,Vanadium Redox Flow Battery Plant,CA,San Diego,VRF,OP,Batteries,BA,Electric Utility,1,2,2,2,6,2017,8,2,2,FLB,,,,2.3,CS,PR,Y,Y,,Y,,Y,Y,Y,Y,,,,,Y,N, ,, ,, ,,N
60816,Boston Medical Center,61186,Boston Medical Center CHP Plant,MA,Suffolk,BATT,OP,Batteries,BA,Commercial CHP,5,1,1,1,4,2023,1.1,0.6,0.6,LIB,,,,13.4,CS,,,,,,,PR,,Y,Y,,,,,Y,N, ,, ,, ,,N
60834,Pima Energy Storage System,61197,Pima Energy Storage System,AZ,Pima,PIMA,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,1,2017,2.5,8,10,LIB,,,,2.9,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
62160,"AES ES Alamitos, LLC",61204,"AES ES Alamitos, LLC",CA,Los Angeles,ALMTS,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,1,2021,400,100,100,LIB,,,,100,BL,Y,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
17633,Southern Indiana Gas & Elec Co,61334,Volkman Road Solar Array Hybrid,IN,Vanderburgh,VRSA2,OP,Batteries,BA,Electric Utility,1,1,1,1,1,2019,4.6,1,1,LIB,,,,1.2,CT,,,,,,,Y,,,,PR,Y,,,,Y,61334,VRSA1, ,, ,,N
54888,NRG Texas Power LLC,61362,NRG Elbow Creek Energy Storage Project,TX,Howard,ECBS,OS,Batteries,BA,IPP Non-CHP,2,2,2,2,11,2017,0.7,2,2,LIB,,,,2,CS,Y,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
16609,San Diego Gas & Electric Co,61365,Fallbrook Energy Storage,CA,San Diego,FBES,OP,Batteries,BA,Electric Utility,1,40,40,40,3,2023,40,40,40,LIB,,,,35,CS,PR,Y,Y,,,,,,,,,,,,Y,N, ,, ,, ,,N
16609,San Diego Gas & Electric Co,61366,Top Gun Energy Storage,CA,San Diego,TGES,OP,Batteries,BA,Electric Utility,1,30,30,30,6,2021,120,30,30,LIB,,,,30,CS,PR,,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
11208,Los Angeles Department of Water & Power,61431,Beacon BESS 1,CA,Kern,BCNB1,OP,Batteries,BA,Electric Utility,1,20,20,20,10,2018,10,20,20,LIB,,,,15,CS,,Y,,,Y,,,,Y,,PR,,,,Y,Y,59315,BEAC1, ,, ,,N
15466,Public Service Co of Colorado,61439,Panasonic Carport Solar Hybrid,CO,Adams,PANBS,OP,Batteries,BA,Electric Utility,1,1,1,1,8,2017,2.2,1,1,LIB,,,,1,CS,Y,Y,,Y,,,PR,,,Y,Y,,,,,N, ,, ,, ,,N
61091,Hopewell Valley High School,61473,Hopewell Valley High School Hybrid,NJ,Mercer,BA1,OP,Batteries,BA,Electric Utility,1,1,1,1,12,2015,1,0.5,0.5,LIB,,,,0.5,BL,,Y,,,,,Y,,Y,PR,,,,,,N, ,, ,, ,,N
61277,"Vista Energy Storage, LLC",61661,Vista Energy Storage System ,CA,San Diego,VISTA,OP,Batteries,BA,IPP Non-CHP,2,40,40,40,6,2018,38,40,40,LIB,,,,40,BL,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
61295,"Pinal Central Energy Center, LLC",61678,Pinal Central Energy Center Hybrid,AZ,Pinal,BA1,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,4,2018,40,10,10,LIB,,,,10,CS,,PR,,,,,Y,,,,Y,Y,,,,N, ,, ,, ,,N
61344,Electrodes,61721,HEBT WLA 1,CA,Orange,WLA01,OP,Batteries,BA,Commercial Non-CHP,4,1,1,1,8,2019,6.9,1,1,LIB,,,,1,CS,Y,,,,,,Y,PR,,,,,,,Y,N, ,, ,, ,,N
61344,Electrodes,61722,HEBT Irvine 1,CA,Orange,IRV01,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,5,2018,6.5,1,1,LIB,,,,1,CS,,,,,,,Y,PR,,,,,,,Y,N, ,, ,, ,,N
61344,Electrodes,61722,HEBT Irvine 1,CA,Orange,IRV1W,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,5,2018,27,4.5,4.5,LIB,,,,4.5,CS,,,,,,,Y,PR,,,,,,,Y,N, ,, ,, ,,N
61344,Electrodes,61723,HEBT Irvine 2,CA,Orange,IRV06,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,8,2018,15,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,Y,N, ,, ,, ,,N
61344,Electrodes,61723,HEBT Irvine 2,CA,Orange,IRV2W,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,2,2018,19.8,3.3,3.3,LIB,,,,3.3,CS,,,,,,,Y,PR,,,,,,,Y,N, ,, ,, ,,N
58764,"Origis Energy USA, Inc",61730,MA Solar Storage 1 Hybrid,MA,Worcester,61730,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,4,2018,2,1,1,LIB,,,,1,CS,Y,,,,,,PR,,,,Y,,Y,,,Y,61730,SCSS1, ,, ,,N
61364,Lockheed Martin RMS Syracuse,61739,Lockheed Martin RMS Syracuse,NY,Onondaga,SYR1,OP,Batteries,BA,Industrial Non-CHP,6,1,1,1,8,2017,1.3,1,1,LIB,,,,1,CS,Y,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
1015,Austin Energy,61741,Kingsberry Energy Storage System,TX,Travis,KBESS,OP,Batteries,BA,Electric Utility,1,1.5,1.5,1.5,9,2018,3,1.5,1.5,LIB,,,,1.5,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
1015,Austin Energy,61742,System Control Center,TX,Travis,GEN1,SB,Flywheels,FW,Electric Utility,1,2.5,2.5,2.5,6,2012,2.5,2.5,2.5,,,,,0,CS,,,,,,,,,,Y,,,,,,, ,, ,, ,,
1015,Austin Energy,61742,System Control Center,TX,Travis,GEN2,SB,Flywheels,FW,Electric Utility,1,2.5,2.5,2.5,6,2012,2.5,2.5,2.5,,,,,0,CS,,,,,,,,,,Y,,,,,,, ,, ,, ,,
6452,Florida Power & Light Co,61763,Sunshine Gateway Solar Energy Center,FL,Columbia,2,OP,Batteries,BA,Electric Utility,1,30,30,30,12,2021,75,30,30,LIB,,,,30,CS,,,,,,Y,PR,,,,Y,Y,,,,Y,61763,1, ,, ,,Y
61420,ENGIE Storage Services NA LLC,61795,Pacific Union College BESS,CA,Napa,12649,OP,Batteries,BA,Commercial Non-CHP,4,1,1,1,6,2020,2,1,1,LIB,,,,1,CS,Y,,PR,,,,,Y,,,,,,,Y,N, ,, ,, ,,N
61482,"AES ES GILBERT, LLC",61861,AES ES GILBERT,AZ,Maricopa,SRP,OS,Batteries,BA,IPP Non-CHP,2,10,10,10,1,2019,40,10,10,LIB,,,,10,BL,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61506,"Stryker 22, L.L.C.",61891,"Stryker 22, L.L.C.",NJ,Warren,EDGRD,OP,Batteries,BA,IPP Non-CHP,2,19.8,19.8,19.8,12,2018,19.8,19.8,19.8,LIB,,,,19.8,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61507,Plumsted 537 LLC,61892,Plumsted 537 LLC,NJ,Ocean,PLMST,OP,Batteries,BA,IPP Non-CHP,2,19.8,19.8,19.8,2,2019,19.8,19.8,19.8,LIB,,,,19.8,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61944,MN8 Energy LLC,61901,Redstone Arsenal Hybrid,AL,Madison,BA,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,12,2017,2,0.5,0.5,LIB,,,,1,CS,Y,,,,,,,,,,PR,Y,,,,Y,61901,REDST, ,, ,,N
4254,Consumers Energy Co - (MI),61909,Parkview Battery,MI,Kalamazoo,PKVWB,OP,Batteries,BA,Electric Utility,1,1.1,1,1,9,2018,1,1.1,1.1,LIB,,,,1.1,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,Y
803,Arizona Public Service Co,61913,Punkin Center Battery Storage,AZ,Gila,B1,OP,Batteries,BA,Electric Utility,1,2,2,2,6,2018,8,2,2,LIB,,,,2.2,CS,,Y,,,,,PR,,,Y,,,,,Y,N, ,, ,, ,,N
61522,"Viridity Energy Solutions, Inc.",61923,ACUA,NJ,Atlantic,VACUA,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,6,2018,1,1,1,LIB,,,,1,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61531,"Casa Mesa Wind, LLC",61925,Casa Mesa Wind Energy Center Hybrid,NM,Quay,CMNMB,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,11,2018,1,1,1,LIB,,,,12.5,CS,,Y,,,,,,,,,PR,,,,Y,Y,61925,CMNM, ,, ,,Y
60146,Ameresco Federal Solutions,61956,MCRD Parris Island PV Hybrid,SC,Beaufort,TBESS,OP,Batteries,BA,IPP Non-CHP,2,4,4,4,12,2018,8,4,4,LIB,,,,4,CS,,,,,,,Y,,,Y,PR,,Y,,,Y,61956,GRDMT,61956,CARPT, ,,N
61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,IL,Champaign,BA,OP,Batteries,BA,Electric Utility,1,0.3,0.3,0.3,5,2017,0.5,0.3,0.3,LIB,,,,0.3,CT,,,Y,,,,,Y,,PR,Y,Y,,,,N,61990,SOLAR, ,, ,,Y
61872,Gavilan District College Solar Project,61993,Gavilan Community College Solar Project,CA,Santa Clara,GDCBA,OP,Batteries,BA,Commercial Non-CHP,4,0.5,0.5,0.5,6,2019,0.5,0.2,0.3,LIB,,,,0.3,CS,,,,,,,PR,,,,Y,Y,,,,N,61993,GDCBA, ,, ,,N
61944,MN8 Energy LLC,61995,UC Merced Solar Hybrid,CA,Merced,UCMBA,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,12,2018,0.9,0.5,0.5,LIB,,,,0.5,CS,,,,,,,Y,,,,PR,Y,,,,Y,61995,UCMPV, ,, ,,N
61597,Caldwell Wastewater Treatment Plant,62027,Caldwell Wastewater Treatment Plant Hybrid,NJ,Essex,BAT1,OP,Batteries,BA,Electric Utility,1,1,0.5,0.5,12,2016,2,0.5,0.5,OTH,,,,0.5,CS,,Y,,,Y,,,,,PR,Y,,,,,N, ,, ,, ,,N
61687,"KCE NY 1, LLC",62147,KCE NY 1,NY,Saratoga,KNY1,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,3,2019,8.4,20,20,LIB,,,,6.5,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61684,"Diablo Energy Storage, LLC",62175,Diablo Energy Storage,CA,Contra Costa,DIBLO,OP,Batteries,BA,IPP Non-CHP,2,200,200,200,4,2022,800,200,200,LIB,,,,66,CS,PR,Y,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
11806,Massachusetts Mun Wholes Electric Co,62219,Ashburnham Energy Storage Project,MA,Worcester,AMLPB,OP,Batteries,BA,Electric Utility,1,3,3,3,3,2019,3,3,3,LIB,,,,3,CT,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
61768,Arrow Canyon Solar LLC,62248,Arrow Canyon Solar Hybrid,NV,Clark,2,OP,Batteries,BA,IPP Non-CHP,2,75,75,75,12,2023,375,40,40,LIB,,,,75,CS,PR,,,,,,,,,,Y,,,Y,,Y,62248,1, ,, ,,N
2144,Town of Braintree - (MA),62257,Station 9 Energy Storage System,MA,Norfolk,ESS1,OP,Batteries,BA,Electric Utility,1,2,2,2,6,2018,4.2,2,2,LIB,,,,2,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
19499,"United Power, Inc",62373,I25 Battery Storage,CO,Weld,I25BA,OA,Batteries,BA,Electric Utility,1,4,4,4,12,2018,16,4,4,LIB,,,,0.4,CS,PR,,,,,,Y,,,,,,,,,N, ,, ,, ,,Y
7601,Green Mountain Power Corp,62381,GMP Solar/Storage-Milton Hybrid,VT,Chittenden,GMPBM,OP,Batteries,BA,Electric Utility,1,2,2,2,9,2019,8,2,2,LIB,,,,2,OT,,Y,Y,,,,PR,Y,,,Y,,,,,N, ,, ,, ,,Y
7601,Green Mountain Power Corp,62382,GMP Solar/Storage-Ferrisburgh Hybrid,VT,Addison,GMPBF,OP,Batteries,BA,Electric Utility,1,2,2,2,9,2019,8,2,2,LIB,,,,2,OT,,Y,Y,,,,PR,Y,,,Y,,,,,N, ,, ,, ,,Y
7601,Green Mountain Power Corp,62383,GMP Solar/Storage-Essex Hybrid,VT,Chittenden,GMPBE,OP,Batteries,BA,Electric Utility,1,2,2,2,9,2019,8,2,2,LIB,,,,2,OT,,Y,,,,,PR,Y,,,Y,,,,,N, ,, ,, ,,Y
61957,Kearny Mesa Storage LLC,62441,Kearny Mesa Storage LLC,CA,San Diego,U1,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,2,2020,1,1,1,LIB,,,,1,CS,PR,,,,,,,,,Y,,,,,Y,N, ,, ,, ,,N
61728,GlidePath Power Operations LLC,62444,Meyersdale Battery,PA,Somerset,BMY,OP,Batteries,BA,IPP Non-CHP,2,18,18,18,12,2015,12.1,18,18,LIB,,,,18,CT,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
17609,Southern California Edison Co,62460,DESI-2 Battery Storage Facility,CA,Orange,DESI2,OP,Batteries,BA,Electric Utility,1,1.4,1.4,1.4,10,2019,3.7,1.4,1.4,LIB,,,,1.4,CS,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,Y
6452,Florida Power & Light Co,62490,Echo River Solar,FL,Suwannee,2,OP,Batteries,BA,Electric Utility,1,30,30,30,12,2021,75,30,30,LIB,,,,30,CS,,,,,,Y,PR,,,,Y,Y,,,,Y,62490,1, ,, ,,Y
61978,Convergent Energy and Power LP,62497,Orange County Energy Storage 2,CA,Orange,OCES2,OP,Batteries,BA,IPP Non-CHP,2,9,9,9,11,2021,36,9,9,LIB,,,,9,CS,Y,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
61978,Convergent Energy and Power LP,62499,Orange County Energy Storage 3,CA,Orange,OCES3,OP,Batteries,BA,IPP Non-CHP,2,6,6,6,11,2021,24,6,6,LIB,,,,6,CS,Y,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
6455,"Duke Energy Florida, LLC",62541,Lake Placid Solar Power Plant,FL,Highlands,ES1,OP,Batteries,BA,Electric Utility,1,17.3,17.3,17.3,2,2023,36,17.3,17.3,LIB,,,,12,CS,,,,Y,Y,,,,,,PR,,Y,,,Y,62541,PV1, ,, ,,Y
62047,"Roadrunner Solar, LLC",62561,"Roadrunner, LLC Hybrid",TX,Upton,BA,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,7,2023,108.6,50,50,LIB,,,,81,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
62046,"High Lonesome Wind Power, LLC",62562,"High Lonesome Wind Power, LLC Hybrid",TX,Upton,BA,OP,Batteries,BA,IPP Non-CHP,2,51.1,51.1,51.1,6,2023,81,51.1,51.1,LIB,,,,81.3,CS,PR,Y,,,,,,,Y,,Y,,,,Y,N, ,, ,, ,,N
14328,Pacific Gas & Electric Co.,62564,Elkhorn Battery Energy Storage System,CA,Monterey,ELKHO,OP,Batteries,BA,Electric Utility,1,182.5,182.5,182.5,4,2022,730,182.5,182.5,LIB,,,,60,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
12341,MidAmerican Energy Co,62569,Knoxville Battery Energy Storage,IA,Marion,ES1,OP,Batteries,BA,Electric Utility,1,1.1,1.1,1.1,12,2018,4,1.1,1.1,LIB,,,,1.1,CS,,,,,,,,,,,PR,,,,Y,N, ,, ,, ,,N
11806,Massachusetts Mun Wholes Electric Co,62585,Beebe Substation Battery Storage,MA,Middlesex,WAKFD,OP,Batteries,BA,Electric Utility,1,3,3,3,3,2019,3,3,3,LIB,,,,3,CT,,,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
59497,Eversource,62604,Outer Cape Community Battery,MA,Barnstable,OCESS,OP,Batteries,BA,IPP Non-CHP,2,25,25,25,12,2022,38,10,25,LIB,,,,16.5,BL,,,,,,,Y,,Y,PR,,,,,,N, ,, ,, ,,Y
16604,City of San Antonio - (TX),62609,Commerce ESS,TX,Bexar,BA1,OP,Batteries,BA,Electric Utility,1,10,10,10,6,2019,10,10,10,LIB,,,,10,CS,Y,Y,PR,,,,,,,,Y,,,,Y,N, ,, ,, ,,N
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,AR,White,SEABT,OP,Batteries,BA,Electric Utility,1,10,10,10,1,2022,30,10,10,LIB,,,,7.8,CS,,,,,,,Y,,,,PR,,Y,,,Y,62617,SEARC, ,, ,,N
62122,"Minuteman Energy Storage, LLC",62644,Minuteman Energy Storage,MA,Middlesex,MMES,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,5,2019,10,5,5,LIB,,,,5,CS,,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
63359,"REA Investments, LLC",62652,Happy Hollow CSG Hybrid,MA,Worcester,HHESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,10,2019,6.6,3.3,3.3,LIB,,,,3.3,CS,,PR,,Y,,,,,,,Y,,,Y,,Y,62652,63359, ,, ,,N
61204,"Today's Power, Inc.",62682,Noland Wastewater Treatment Plant Hybrid,AR,Washington,FAYEB,OP,Batteries,BA,Commercial Non-CHP,4,6,6,6,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,PR,,,,Y,Y,,,,Y,62682,FAYE1, ,, ,,N
61204,"Today's Power, Inc.",62683,Westside Wastewater Treatment Plant Hybrid,AR,Washington,FAYWB,OP,Batteries,BA,Commercial Non-CHP,4,6,6,6,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,PR,,,,Y,Y,,,,Y,62683,FAYW1, ,, ,,N
56769,Consolidated Edison Development Inc.,62695,CED Northampton Solar LLC Hybrid,MA,Hampshire,NSES,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,12,2020,4.9,2,2,LIB,,,,2,CS,,,,,PR,,Y,,,,,,,,Y,N, ,, ,, ,,N
